session_id,customer_id,vehicle_id,station_id,charger_id,charger_type,start_time,end_time,initial_soc,target_soc,energy_consumed_kwh,charging_duration_minutes,station_utilization,queue_length,cost_inr,payment_method,date,hour,day_of_week,month,is_weekend,is_peak_hour,soc_gap,customer_segment,station_name,city,total_chargers,customer_type,customer_city,vehicle_type,vehicle_model,battery_capacity_kwh
58300,CU01543,V01285,S015,C0098,DC,2025-06-09 21:13:00,2025-06-09 21:26:01.820932532,43,84,1.64,13.0,0.87,1,26.24,Debit Card,2025-06-09,21,Monday,June,0,0,41,Regular,Sector 29,Delhi,8,Individual,Gurgaon,Two-Wheeler,Ather 450X,4
32813,CU03209,V07647,S003,C0013,AC,2025-10-31 07:51:00,2025-10-31 10:25:20.159852870,18,54,43.2,154.3,0.84,4,518.4,Debit Card,2025-10-31,7,Friday,October,0,0,36,Regular,Sector 18,Noida,7,Fleet,Gurgaon,Commercial Van,Tata Ace EV,120
39948,CU00387,V05441,S010,C0069,AC,2025-04-01 10:24:00,2025-04-01 12:12:09.613111097,19,46,16.2,108.2,0.94,1,194.4,UPI,2025-04-01,10,Tuesday,April,0,0,27,Regular,Saket,Noida,7,Individual,Ghaziabad,Sedan,MG5,60
22317,CU04944,V02355,S003,C0014,AC,2025-08-15 21:14:00,2025-08-15 22:47:50.982050434,52,77,13.75,93.8,0.94,4,165.0,Credit Card,2025-08-15,21,Friday,August,0,0,25,Power User,Sector 18,Noida,7,Fleet,Faridabad,Sedan,BYD Seal,55
31846,CU00290,V03082,S001,C0002,AC,2025-12-09 13:13:00,2025-12-09 16:06:23.566279779,15,66,28.05,173.4,0.27,4,336.6,UPI,2025-12-09,13,Tuesday,December,0,0,51,Regular,Connaught Place,Gurgaon,6,Individual,Delhi,Sedan,BYD Seal,55
68356,CU02963,V00433,S009,C0061,AC,2025-01-15 07:51:00,2025-01-15 12:50:26.426913894,40,90,30.0,299.4,0.43,6,360.0,UPI,2025-01-15,7,Wednesday,January,0,0,50,Regular,Dwarka Sector 21,Gurgaon,7,Individual,Faridabad,Sedan,BYD Seal,60
48166,CU01958,V07263,S018,C0120,AC,2025-10-06 17:54:00,2025-10-06 18:02:07.337362972,50,76,1.04,8.1,0.46,1,12.48,Debit Card,2025-10-06,17,Monday,October,0,0,26,Regular,Sector 137,Gurgaon,7,Individual,Noida,Two-Wheeler,Ather 450X,4
36737,CU00188,V01199,S006,C0038,DC_FAST,2025-06-07 23:05:00,2025-06-07 23:21:30.940327948,54,83,19.2,16.5,0.5,5,406.0,UPI,2025-06-07,23,Saturday,June,1,0,29,Regular,Karol Bagh,Delhi,9,Individual,Delhi,SUV,Hyundai Ioniq 5,70
25821,CU03012,V02765,S004,C0021,AC,2025-05-26 21:44:00,2025-05-26 23:23:54.905398394,45,67,12.1,99.9,0.3,1,145.2,UPI,2025-05-26,21,Monday,May,0,0,22,Regular,DLF Phase 3,Gurgaon,7,Individual,Gurgaon,Sedan,BYD Seal,55
29629,CU00160,V07325,S007,C0049,DC,2025-11-07 17:52:00,2025-11-07 18:33:23.643468057,31,68,27.75,41.4,0.52,2,444.0,Wallet,2025-11-07,17,Friday,November,0,0,37,Power User,MG Road,Delhi,9,Individual,Gurgaon,SUV,Mahindra XUV400,75
49392,CU04087,V07205,S004,C0024,DC_FAST,2025-12-24 12:22:00,2025-12-24 12:34:49.226890390,54,100,1.84,12.8,0.63,4,36.8,Wallet,2025-12-24,12,Wednesday,December,0,0,46,Regular,DLF Phase 3,Gurgaon,7,Fleet,Gurgaon,Two-Wheeler,Ather 450X,4
64602,CU02618,V04149,S005,C0034,DC_FAST,2025-12-25 02:10:00,2025-12-25 02:29:44.774628466,45,96,25.5,19.7,0.71,6,510.0,UPI,2025-12-25,2,Thursday,December,0,0,51,Power User,Rajouri Garden,Delhi,9,Individual,Ghaziabad,Sedan,MG5,50
53314,CU03084,V03483,S012,C0080,DC_FAST,2025-09-26 22:15:00,2025-09-26 22:29:52.283785296,30,58,11.2,14.9,0.84,4,224.0,Credit Card,2025-09-26,22,Friday,September,0,0,28,Regular,Golf Course Road,Ghaziabad,6,Individual,Faridabad,Hatchback,MG Comet,40
42701,CU02606,V00568,S002,C0009,AC,2025-09-27 10:41:00,2025-09-27 17:17:10.728353502,28,79,38.25,396.2,0.75,2,459.0,UPI,2025-09-27,10,Saturday,September,1,0,51,Regular,Cyber Hub,Ghaziabad,5,Individual,Gurgaon,SUV,Hyundai Ioniq 5,75
18096,CU02700,V03319,S002,C0011,DC,2025-08-13 13:38:00,2025-08-13 13:53:02.154511968,59,88,11.6,15.0,0.64,2,185.6,Wallet,2025-08-13,13,Wednesday,August,0,0,29,Regular,Cyber Hub,Ghaziabad,5,Fleet,Noida,Hatchback,MG Comet,40
40029,CU01285,V04609,S006,C0037,DC_FAST,2025-04-19 08:07:00,2025-04-19 08:20:48.698494269,8,73,48.75,13.8,0.66,1,975.0,Credit Card,2025-04-19,8,Saturday,April,1,1,65,Regular,Karol Bagh,Delhi,9,Individual,Gurgaon,SUV,Mahindra XUV400,75
52544,CU04515,V07793,S015,C0100,AC,2025-05-04 10:53:00,2025-05-04 19:07:30.879110118,13,80,46.9,494.5,0.93,1,562.8,Wallet,2025-05-04,10,Sunday,May,1,0,67,Regular,Sector 29,Delhi,8,Individual,Faridabad,SUV,Hyundai Ioniq 5,70
41395,CU00072,V06821,S017,C0113,DC,2025-08-20 21:22:00,2025-08-20 21:47:49.443060820,38,74,10.8,25.8,0.57,2,172.8,UPI,2025-08-20,21,Wednesday,August,0,0,36,Regular,Udyog Vihar,Delhi,5,Individual,Delhi,Hatchback,MG Comet,30
68372,CU01466,V07599,S004,C0022,DC_FAST,2025-10-02 20:47:00,2025-10-02 21:00:14.240424272,43,80,18.5,13.2,0.22,1,370.0,Credit Card,2025-10-02,20,Thursday,October,0,1,37,Regular,DLF Phase 3,Gurgaon,7,Individual,Ghaziabad,Sedan,BYD Seal,50
59941,CU04136,V03645,S003,C0012,AC,2025-10-07 21:11:00,2025-10-07 21:20:01.726525329,52,100,0.96,9.0,0.39,3,11.52,UPI,2025-10-07,21,Tuesday,October,0,0,48,Regular,Sector 18,Noida,7,Individual,Faridabad,Two-Wheeler,Ather 450X,2
12806,CU01381,V04936,S018,C0117,AC,2025-12-06 10:01:00,2025-12-06 10:21:31.464597113,17,51,0.68,20.5,0.74,1,8.16,UPI,2025-12-06,10,Saturday,December,1,0,34,Regular,Sector 137,Gurgaon,7,Individual,Ghaziabad,Two-Wheeler,Ola S1,2
25569,CU03613,V06205,S018,C0117,AC,2025-05-20 18:32:00,2025-05-20 21:37:20.688823649,24,63,29.25,185.3,0.57,2,351.0,UPI,2025-05-20,18,Tuesday,May,0,1,39,Power User,Sector 137,Gurgaon,7,Individual,Faridabad,SUV,Tata Nexon EV,75
18427,CU04190,V07852,S007,C0048,AC,2025-04-13 16:32:00,2025-04-13 20:08:46.021148934,52,100,33.6,216.8,0.49,3,403.2,UPI,2025-04-13,16,Sunday,April,1,0,48,Regular,MG Road,Delhi,9,Individual,Faridabad,SUV,Tata Nexon EV,70
46652,CU02487,V04714,S018,C0119,DC_FAST,2025-10-26 19:21:00,2025-10-26 19:30:52.186816904,56,92,19.8,9.9,0.44,5,396.0,UPI,2025-10-26,19,Sunday,October,1,1,36,Regular,Sector 137,Gurgaon,7,Individual,Delhi,Sedan,BYD Seal,55
56338,CU04833,V05619,S003,C0017,AC,2025-01-13 10:31:00,2025-01-13 12:57:00.498515361,52,98,46.0,146.0,0.24,2,552.0,Wallet,2025-01-13,10,Monday,January,0,0,46,Regular,Sector 18,Noida,7,Fleet,Ghaziabad,SUV,Tata Nexon EV,100
46981,CU03110,V01795,S011,C0073,AC,2025-10-11 06:04:00,2025-10-11 07:22:58.325272310,6,36,12.0,79.0,0.21,3,144.0,UPI,2025-10-11,6,Saturday,October,1,0,30,Regular,Vasant Kunj,Delhi,4,Individual,Noida,Hatchback,Tata Tiago EV,40
33643,CU03373,V01621,S008,C0058,DC,2025-06-15 20:18:00,2025-06-15 21:21:39.074383393,21,62,41.0,63.7,0.29,3,656.0,Credit Card,2025-06-15,20,Sunday,June,1,1,41,Regular,Sector 62,Faridabad,6,Individual,Noida,SUV,Mahindra XUV400,100
55358,CU02367,V03983,S009,C0060,DC,2025-10-04 18:27:00,2025-10-04 18:48:06.019881278,51,100,14.7,21.1,0.88,5,235.2,UPI,2025-10-04,18,Saturday,October,1,1,49,Regular,Dwarka Sector 21,Gurgaon,7,Individual,Delhi,Hatchback,MG Comet,30
31630,CU00139,V01293,S002,C0008,AC,2025-06-13 17:44:00,2025-06-13 18:06:28.306724730,23,51,0.84,22.5,0.74,5,10.08,UPI,2025-06-13,17,Friday,June,0,0,28,Regular,Cyber Hub,Ghaziabad,5,Individual,Noida,Two-Wheeler,Ather 450X,3
14741,CU00844,V00650,S006,C0039,DC,2025-09-10 06:03:00,2025-09-10 06:11:00.000000000,53,89,1.44,8.0,0.66,1,23.04,Wallet,2025-09-10,6,Wednesday,September,0,0,36,Regular,Karol Bagh,Delhi,9,Individual,Noida,Two-Wheeler,Ather 450X,4
37043,CU04220,V00679,S007,C0050,DC,2025-04-07 07:10:00,2025-04-07 07:18:00.000000000,11,42,1.24,8.0,0.37,1,19.84,Wallet,2025-04-07,7,Monday,April,0,0,31,Regular,MG Road,Delhi,9,Individual,Delhi,Two-Wheeler,Ather 450X,4
43967,CU00771,V03729,S014,C0095,AC,2025-12-06 18:46:00,2025-12-06 19:02:39.961376486,23,53,0.9,16.7,0.52,5,10.8,Debit Card,2025-12-06,18,Saturday,December,1,1,30,Regular,Lajpat Nagar,Delhi,6,Individual,Ghaziabad,Two-Wheeler,Ola S1,3
38807,CU03083,V02361,S003,C0017,AC,2025-07-12 10:32:00,2025-07-12 10:40:00.000000000,28,61,0.99,8.0,0.58,0,11.88,UPI,2025-07-12,10,Saturday,July,1,0,33,Regular,Sector 18,Noida,7,Individual,Delhi,Two-Wheeler,Ather 450X,3
37437,CU04360,V02668,S015,C0103,DC,2025-09-15 12:41:00,2025-09-15 13:40:31.572347696,27,77,20.0,59.5,0.87,9,320.0,UPI,2025-09-15,12,Monday,September,0,0,50,Regular,Sector 29,Delhi,8,Fleet,Noida,Hatchback,MG Comet,40
19704,CU02702,V04001,S007,C0045,DC,2025-10-08 06:19:00,2025-10-08 07:20:07.341548411,56,97,30.75,61.1,0.93,7,492.0,Wallet,2025-10-08,6,Wednesday,October,0,0,41,Regular,MG Road,Delhi,9,Individual,Gurgaon,SUV,Tata Nexon EV,75
57547,CU04254,V01625,S007,C0049,DC,2025-07-18 10:33:00,2025-07-18 11:24:58.510934267,37,83,36.8,52.0,0.48,1,588.8,Credit Card,2025-07-18,10,Friday,July,0,0,46,Regular,MG Road,Delhi,9,Individual,Gurgaon,Commercial Van,Tata Ace EV,80
65805,CU03784,V03369,S006,C0037,DC_FAST,2025-04-23 15:08:00,2025-04-23 15:31:38.549193504,26,90,51.2,23.6,0.82,2,1024.0,Debit Card,2025-04-23,15,Wednesday,April,0,0,64,Regular,Karol Bagh,Delhi,9,Individual,Gurgaon,Commercial Van,Mahindra Treo,80
62281,CU02681,V04240,S006,C0041,DC,2025-10-18 14:04:00,2025-10-18 15:30:42.937275979,50,100,37.5,86.7,0.59,6,600.0,UPI,2025-10-18,14,Saturday,October,1,0,50,Regular,Karol Bagh,Delhi,9,Individual,Delhi,SUV,Hyundai Ioniq 5,75
62306,CU03675,V03224,S003,C0014,AC,2025-07-08 16:36:00,2025-07-08 20:14:44.000876568,28,95,33.5,218.7,0.78,4,402.0,Debit Card,2025-07-08,16,Tuesday,July,0,0,67,Regular,Sector 18,Noida,7,Individual,Noida,Sedan,BYD Seal,50
48634,CU04903,V01313,S009,C0061,AC,2025-09-25 08:52:00,2025-09-25 17:20:12.175870299,27,91,52.48,508.2,0.49,2,629.76,UPI,2025-09-25,8,Thursday,September,0,1,64,Regular,Dwarka Sector 21,Gurgaon,7,Individual,Gurgaon,SUV,Mahindra XUV400,82
61648,CU00520,V02133,S016,C0107,DC,2025-12-31 08:47:00,2025-12-31 08:55:34.645811738,59,100,1.64,8.6,0.53,2,26.24,UPI,2025-12-31,8,Wednesday,December,0,1,41,Regular,Greater Kailash,Delhi,4,Fleet,Gurgaon,Two-Wheeler,Ather 450X,4
18441,CU01107,V06478,S013,C0090,DC,2025-03-12 09:14:00,2025-03-12 09:53:13.525927601,16,44,19.6,39.2,0.7,1,313.6,Debit Card,2025-03-12,9,Wednesday,March,0,1,28,Regular,Indirapuram,Noida,8,Individual,Ghaziabad,SUV,Tata Nexon EV,70
10816,CU03915,V04252,S003,C0015,AC,2025-08-06 21:54:00,2025-08-06 23:13:19.181015892,38,79,22.55,79.3,0.93,2,270.6,UPI,2025-08-06,21,Wednesday,August,0,0,41,Regular,Sector 18,Noida,7,Individual,Delhi,Sedan,MG5,55
17631,CU04858,V00681,S010,C0066,AC,2025-11-04 18:49:00,2025-11-04 21:19:33.033459330,22,61,13.65,150.6,0.9,2,163.8,UPI,2025-11-04,18,Tuesday,November,0,1,39,Regular,Saket,Noida,7,Individual,Delhi,Hatchback,MG Comet,35
29562,CU04878,V07833,S009,C0059,AC,2025-12-20 20:35:00,2025-12-21 02:20:53.672746188,39,98,32.45,345.9,0.89,3,389.4,UPI,2025-12-20,20,Saturday,December,1,1,59,Regular,Dwarka Sector 21,Gurgaon,7,Individual,Gurgaon,Sedan,MG5,55
52307,CU01157,V00770,S001,C0005,AC,2025-04-13 19:37:00,2025-04-13 23:52:24.507614624,24,69,27.0,255.4,0.49,2,324.0,Wallet,2025-04-13,19,Sunday,April,1,1,45,Regular,Connaught Place,Gurgaon,6,Individual,Gurgaon,Commercial Van,Tata Ace EV,60
21889,CU01203,V04275,S007,C0046,DC_FAST,2025-06-02 23:59:00,2025-06-03 00:27:31.846037488,45,87,42.0,28.5,0.52,5,840.0,UPI,2025-06-02,23,Monday,June,0,0,42,Regular,MG Road,Delhi,9,Individual,Delhi,SUV,Tata Nexon EV,100
16994,CU03392,V04374,S002,C0009,AC,2025-10-08 07:20:00,2025-10-08 09:30:36.570992279,6,31,12.5,130.6,0.63,1,150.0,UPI,2025-10-08,7,Wednesday,October,0,0,25,Regular,Cyber Hub,Ghaziabad,5,Fleet,Delhi,Sedan,BYD Seal,50
53747,CU02911,V02728,S006,C0035,AC,2025-05-27 18:25:00,2025-05-27 20:17:19.037505892,57,100,35.26,112.3,0.37,5,423.12,Debit Card,2025-05-27,18,Tuesday,May,0,1,43,Regular,Karol Bagh,Delhi,9,Individual,Ghaziabad,SUV,Mahindra XUV400,82
18241,CU04330,V04563,S008,C0058,DC,2025-05-22 18:22:00,2025-05-22 19:00:06.326145154,17,62,19.2,38.1,0.79,3,590.4,UPI,2025-05-22,18,Thursday,May,0,1,45,Regular,Sector 62,Faridabad,6,Individual,Faridabad,SUV,Hyundai Ioniq 5,82
68022,CU03473,V03754,S001,C0002,AC,2025-09-24 14:05:00,2025-09-24 15:56:28.417877626,31,74,17.2,111.5,0.71,3,206.4,Debit Card,2025-09-24,14,Wednesday,September,0,0,43,Regular,Connaught Place,Gurgaon,6,Fleet,Noida,Hatchback,MG Comet,40
39767,CU01658,V01975,S018,C0116,AC,2025-12-13 09:57:00,2025-12-13 10:07:37.616727186,20,59,1.56,10.6,0.34,2,18.72,Credit Card,2025-12-13,9,Saturday,December,1,1,39,Regular,Sector 137,Gurgaon,7,Individual,Gurgaon,Two-Wheeler,Ather 450X,4
56718,CU03297,V03148,S005,C0026,AC,2025-03-18 08:55:00,2025-03-18 17:54:48.273355707,20,68,57.6,539.8,0.3,1,691.2,Debit Card,2025-03-18,8,Tuesday,March,0,1,48,Power User,Rajouri Garden,Delhi,9,Individual,Delhi,Commercial Van,Tata Ace EV,120
28646,CU04064,V01403,S006,C0042,DC_FAST,2025-03-25 08:11:00,2025-03-25 08:19:00.000000000,49,71,0.88,8.0,0.68,7,17.6,Wallet,2025-03-25,8,Tuesday,March,0,1,22,Regular,Karol Bagh,Delhi,9,Individual,Gurgaon,Two-Wheeler,Ather 450X,4
27999,CU00246,V07715,S004,C0019,AC,2025-10-22 18:33:00,2025-10-22 19:06:59.933286380,19,47,8.4,34.0,0.66,5,100.8,UPI,2025-10-22,18,Wednesday,October,0,1,28,Regular,DLF Phase 3,Gurgaon,7,Fleet,Noida,Hatchback,MG Comet,30
55765,CU04271,V07699,S011,C0074,AC,2025-01-24 21:42:00,2025-01-24 23:56:34.354915039,21,57,12.6,134.6,0.53,4,151.2,UPI,2025-01-24,21,Friday,January,0,0,36,Power User,Vasant Kunj,Delhi,4,Fleet,Faridabad,Hatchback,MG Comet,35
46181,CU00230,V05841,S010,C0071,DC_FAST,2025-11-06 20:01:00,2025-11-06 20:12:24.345706295,43,98,19.25,11.4,0.33,2,385.0,Debit Card,2025-11-06,20,Thursday,November,0,1,55,Regular,Saket,Noida,7,Individual,Delhi,Hatchback,Tata Tiago EV,35
14157,CU03273,V06958,S020,C0129,AC,2025-08-09 12:55:00,2025-08-09 20:27:30.018201853,26,91,45.5,452.5,0.48,5,546.0,UPI,2025-08-09,12,Saturday,August,1,0,65,Regular,Sohna Road,Delhi,7,Individual,Ghaziabad,SUV,Mahindra XUV400,70
58628,CU04136,V01147,S006,C0038,DC_FAST,2025-07-29 07:28:00,2025-07-29 08:06:05.713972110,18,80,62.0,38.1,0.22,4,1240.0,Credit Card,2025-07-29,7,Tuesday,July,0,0,62,Regular,Karol Bagh,Delhi,9,Individual,Faridabad,SUV,Tata Nexon EV,100
27162,CU04935,V06158,S001,C0001,DC_FAST,2025-05-20 16:30:00,2025-05-20 16:56:41.351244839,12,37,25.0,26.7,0.6,1,500.0,UPI,2025-05-20,16,Tuesday,May,0,0,25,Regular,Connaught Place,Gurgaon,6,Fleet,Noida,SUV,Mahindra XUV400,100
37463,CU04293,V02296,S015,C0098,DC,2025-07-19 10:57:00,2025-07-19 12:15:00.948942485,43,81,26.6,78.0,0.3,3,425.6,UPI,2025-07-19,10,Saturday,July,1,0,38,Regular,Sector 29,Delhi,8,Individual,Ghaziabad,SUV,Hyundai Ioniq 5,70
25567,CU04486,V02129,S003,C0018,DC,2025-12-02 08:05:00,2025-12-02 09:03:57.534564644,14,55,20.5,59.0,0.32,2,328.0,UPI,2025-12-02,8,Tuesday,December,0,1,41,Regular,Sector 18,Noida,7,Fleet,Noida,Sedan,MG5,50
27046,CU04243,V04797,S011,C0073,AC,2025-05-31 08:08:00,2025-05-31 09:53:12.220145231,6,54,16.8,105.2,0.47,3,201.6,UPI,2025-05-31,8,Saturday,May,1,1,48,Regular,Vasant Kunj,Delhi,4,Individual,Ghaziabad,Hatchback,MG Comet,35
61993,CU02919,V01233,S009,C0060,DC,2025-06-17 12:42:00,2025-06-17 12:51:29.840016652,28,67,0.78,9.5,0.88,1,12.48,UPI,2025-06-17,12,Tuesday,June,0,0,39,Regular,Dwarka Sector 21,Gurgaon,7,Individual,Delhi,Two-Wheeler,Ola S1,2
44981,CU04402,V04792,S006,C0037,DC_FAST,2025-07-07 06:09:00,2025-07-07 06:28:48.257924292,51,100,24.5,19.8,0.85,2,490.0,UPI,2025-07-07,6,Monday,July,0,0,49,Regular,Karol Bagh,Delhi,9,Individual,Faridabad,Sedan,MG5,50
40744,CU00725,V06467,S019,C0124,DC,2025-08-29 02:22:00,2025-08-29 02:43:20.579746393,39,66,16.2,21.3,0.5,0,259.2,Debit Card,2025-08-29,2,Friday,August,0,0,27,Regular,Nehru Place,Gurgaon,4,Individual,Ghaziabad,Sedan,BYD Seal,60
58608,CU01114,V05014,S018,C0114,AC,2025-09-01 10:00:00,2025-09-01 11:22:58.849130031,23,43,7.0,83.0,0.64,4,84.0,UPI,2025-09-01,10,Monday,September,0,0,20,Regular,Sector 137,Gurgaon,7,Individual,Ghaziabad,Hatchback,MG Comet,35
68404,CU00705,V06991,S008,C0054,AC,2025-04-22 15:25:00,2025-04-22 18:49:10.905677694,21,86,22.75,204.2,0.24,3,273.0,UPI,2025-04-22,15,Tuesday,April,0,0,65,Regular,Sector 62,Faridabad,6,Fleet,Delhi,Hatchback,MG Comet,35
20619,CU01628,V03733,S015,C0101,AC,2025-01-09 13:23:00,2025-01-09 19:17:56.998212804,39,71,38.4,354.9,0.24,6,460.8,Debit Card,2025-01-09,13,Thursday,January,0,0,32,Regular,Sector 29,Delhi,8,Individual,Faridabad,Commercial Van,Mahindra Treo,120
36319,CU04235,V05399,S005,C0031,DC,2025-02-12 16:15:00,2025-02-12 16:23:54.077917809,41,63,0.88,8.9,0.62,3,14.08,UPI,2025-02-12,16,Wednesday,February,0,0,22,Regular,Rajouri Garden,Delhi,9,Individual,Ghaziabad,Two-Wheeler,Ather 450X,4
47027,CU01738,V04531,S007,C0046,DC_FAST,2025-11-01 17:33:00,2025-11-01 17:41:00.000000000,32,55,0.46,8.0,0.32,4,9.2,UPI,2025-11-01,17,Saturday,November,1,0,23,Regular,MG Road,Delhi,9,Individual,Noida,Two-Wheeler,Ola S1,2
54501,CU01995,V03648,S013,C0090,DC,2025-04-04 18:13:00,2025-04-04 19:36:03.567640734,21,89,37.4,83.1,0.25,2,598.4,UPI,2025-04-04,18,Friday,April,0,1,68,Regular,Indirapuram,Noida,8,Individual,Delhi,Sedan,MG5,55
20508,CU01941,V04741,S001,C0003,DC,2025-12-27 20:15:00,2025-12-27 20:35:54.701259469,9,59,17.5,20.9,0.64,2,280.0,UPI,2025-12-27,20,Saturday,December,1,1,50,Regular,Connaught Place,Gurgaon,6,Fleet,Delhi,Hatchback,MG Comet,35
26421,CU02406,V02550,S010,C0069,AC,2025-04-19 08:39:00,2025-04-19 10:49:32.168908120,41,100,20.65,130.5,0.25,4,247.8,UPI,2025-04-19,8,Saturday,April,1,1,59,Regular,Saket,Noida,7,Fleet,Delhi,Hatchback,MG Comet,35
55938,CU01654,V00573,S018,C0114,AC,2025-04-23 19:52:00,2025-04-23 22:32:22.358982644,41,71,15.0,160.4,0.85,3,180.0,Wallet,2025-04-23,19,Wednesday,April,0,1,30,Regular,Sector 137,Gurgaon,7,Individual,Gurgaon,Sedan,MG5,50
35783,CU00443,V05919,S005,C0027,DC,2025-01-24 19:55:00,2025-01-24 20:49:44.069876219,27,87,18.0,54.7,0.76,3,288.0,UPI,2025-01-24,19,Friday,January,0,1,60,Regular,Rajouri Garden,Delhi,9,Individual,Delhi,Hatchback,Tata Tiago EV,30
64710,CU04248,V05165,S007,C0045,DC,2025-10-29 05:45:00,2025-10-29 06:00:27.239550681,9,43,0.68,15.5,0.77,5,10.88,Wallet,2025-10-29,5,Wednesday,October,0,0,34,Regular,MG Road,Delhi,9,Individual,Delhi,Two-Wheeler,Ola S1,2
52994,CU02122,V01835,S008,C0054,AC,2025-01-19 07:18:00,2025-01-19 08:43:50.922701384,37,57,8.0,85.8,0.33,3,96.0,Credit Card,2025-01-19,7,Sunday,January,1,0,20,Regular,Sector 62,Faridabad,6,Individual,Noida,Hatchback,Tata Tiago EV,40
68849,CU01410,V02637,S013,C0090,DC,2025-10-05 18:25:00,2025-10-05 19:42:44.936494003,55,86,25.42,77.7,0.89,3,406.72,UPI,2025-10-05,18,Sunday,October,1,1,31,Power User,Indirapuram,Noida,8,Individual,Faridabad,SUV,Mahindra XUV400,82
16642,CU01617,V01391,S012,C0078,DC,2025-09-25 19:48:00,2025-09-25 20:14:18.169450082,56,100,17.6,26.3,0.7,1,281.6,UPI,2025-09-25,19,Thursday,September,0,1,44,Regular,Golf Course Road,Ghaziabad,6,Fleet,Delhi,Hatchback,Tata Tiago EV,40
21769,CU04607,V03269,S005,C0034,DC_FAST,2025-01-23 15:36:00,2025-01-23 15:44:00.000000000,44,100,16.8,8.0,0.53,4,336.0,UPI,2025-01-23,15,Thursday,January,0,0,56,Regular,Rajouri Garden,Delhi,9,Individual,Gurgaon,Hatchback,Tata Tiago EV,30
11266,CU01996,V01593,S005,C0027,DC,2025-08-31 23:38:00,2025-09-01 00:42:14.080024222,59,100,20.5,64.2,0.59,4,328.0,UPI,2025-08-31,23,Sunday,August,1,0,41,Regular,Rajouri Garden,Delhi,9,Fleet,Ghaziabad,Sedan,MG5,50
13921,CU04360,V06621,S013,C0083,DC_FAST,2025-11-16 12:49:00,2025-11-16 13:04:55.252824912,57,92,12.25,15.9,0.79,4,245.0,UPI,2025-11-16,12,Sunday,November,1,0,35,Regular,Indirapuram,Noida,8,Fleet,Noida,Hatchback,MG Comet,35
11710,CU04745,V06583,S006,C0043,DC,2025-10-12 12:33:00,2025-10-12 13:00:08.254612290,50,90,20.0,27.1,0.9,1,320.0,Wallet,2025-10-12,12,Sunday,October,1,0,40,Regular,Karol Bagh,Delhi,9,Fleet,Gurgaon,Sedan,MG5,50
46115,CU00082,V06666,S017,C0110,AC,2025-07-20 16:27:00,2025-07-20 17:19:50.132826221,25,80,16.5,52.8,0.55,5,198.0,Debit Card,2025-07-20,16,Sunday,July,1,0,55,Regular,Udyog Vihar,Delhi,5,Fleet,Noida,Hatchback,MG Comet,30
53740,CU02192,V07660,S018,C0119,DC_FAST,2025-07-26 23:20:00,2025-07-26 23:30:07.277943356,20,52,22.4,10.1,0.4,2,448.0,UPI,2025-07-26,23,Saturday,July,1,0,32,Regular,Sector 137,Gurgaon,7,Individual,Ghaziabad,SUV,Tata Nexon EV,70
58800,CU00962,V07354,S004,C0021,AC,2025-12-05 19:50:00,2025-12-05 20:10:24.798424828,35,60,1.0,20.4,0.58,4,12.0,Wallet,2025-12-05,19,Friday,December,0,1,25,Regular,DLF Phase 3,Gurgaon,7,Fleet,Gurgaon,Two-Wheeler,Ather 450X,4
61269,CU01220,V03188,S013,C0087,DC_FAST,2025-06-02 12:05:00,2025-06-02 12:22:44.395530359,24,78,18.9,17.7,0.86,4,378.0,UPI,2025-06-02,12,Monday,June,0,0,54,Regular,Indirapuram,Noida,8,Individual,Delhi,Hatchback,MG Comet,35
49657,CU01853,V04117,S005,C0031,DC,2025-09-01 19:39:00,2025-09-01 19:47:00.000000000,59,92,1.32,8.0,0.39,3,21.12,UPI,2025-09-01,19,Monday,September,0,1,33,Regular,Rajouri Garden,Delhi,9,Fleet,Noida,Two-Wheeler,Ather 450X,4
64110,CU02662,V04814,S016,C0106,DC_FAST,2025-05-21 17:55:00,2025-05-21 18:06:01.593098352,13,40,13.5,11.0,0.89,2,270.0,Wallet,2025-05-21,17,Wednesday,May,0,0,27,Regular,Greater Kailash,Delhi,4,Individual,Gurgaon,Sedan,BYD Seal,50
22502,CU03536,V04091,S020,C0128,DC,2025-12-15 13:47:00,2025-12-15 15:07:55.173753407,26,57,19.2,80.9,0.25,4,496.0,UPI,2025-12-15,13,Monday,December,0,0,31,Regular,Sohna Road,Delhi,7,Individual,Noida,SUV,Hyundai Ioniq 5,100
54453,CU03218,V04511,S007,C0046,DC_FAST,2025-10-04 11:24:00,2025-10-04 11:54:46.321031192,46,100,21.6,30.8,0.68,9,432.0,Debit Card,2025-10-04,11,Saturday,October,1,0,54,Regular,MG Road,Delhi,9,Individual,Ghaziabad,Hatchback,Tata Tiago EV,40
60652,CU04145,V03918,S013,C0084,AC,2025-10-21 18:38:00,2025-10-21 18:46:51.548319721,34,98,1.28,8.9,0.53,2,15.36,Credit Card,2025-10-21,18,Tuesday,October,0,1,64,Regular,Indirapuram,Noida,8,Individual,Gurgaon,Two-Wheeler,Ola S1,2
17645,CU00762,V05081,S008,C0058,DC,2025-04-24 21:52:00,2025-04-24 22:21:28.885170901,30,70,24.0,29.5,0.89,1,384.0,Credit Card,2025-04-24,21,Thursday,April,0,0,40,Regular,Sector 62,Faridabad,6,Individual,Gurgaon,Sedan,MG5,60
