station_id,date,electricity_consumed_kwh,electricity_cost_inr
S006,2025-02-10,175.53,1492.0
S006,2025-02-11,329.7,2802.45
S006,2025-02-12,169.88,1443.98
S006,2025-02-13,220.06,1870.51
S006,2025-02-14,287.5,2443.75
S006,2025-02-15,344.04,2924.34
S006,2025-02-16,257.42,2188.07
S006,2025-02-17,208.59,1773.02
S006,2025-02-18,149.06,1267.01
S006,2025-02-19,248.92,2115.82
S006,2025-02-20,172.98,1470.33
S006,2025-02-21,147.79,1256.21
S006,2025-02-22,98.86,840.31
S006,2025-02-23,165.77,1409.04
S006,2025-02-24,309.5,2630.75
S006,2025-02-25,243.27,2067.8
S006,2025-02-26,48.36,411.06
S006,2025-02-27,204.83,1741.06
S006,2025-02-28,336.11,2856.94
S006,2025-03-01,238.87,2030.4
S006,2025-03-02,223.55,1900.18
S006,2025-03-03,296.19,2517.61
S006,2025-03-04,192.14,1633.19
S006,2025-03-05,114.05,969.42
S006,2025-03-06,328.86,2795.31
S006,2025-03-07,246.62,2096.27
S006,2025-03-08,213.88,1817.98
S006,2025-03-09,111.19,945.12
S006,2025-03-10,308.85,2625.23
S006,2025-03-11,303.92,2583.32
S006,2025-03-12,243.96,2073.66
S006,2025-03-13,386.48,3285.08
S006,2025-03-14,138.87,1180.4
S006,2025-03-15,123.73,1051.7
S006,2025-03-16,99.42,845.07
S006,2025-03-17,345.93,2940.4
S006,2025-03-18,185.0,1572.5
S006,2025-03-19,209.82,1783.47
S006,2025-03-20,185.72,1578.62
S006,2025-03-21,274.84,2336.14
S006,2025-03-22,152.36,1295.06
S006,2025-03-23,315.57,2682.34
S006,2025-03-24,349.52,2970.92
S006,2025-03-25,262.66,2232.61
S006,2025-03-26,273.48,2324.58
S006,2025-03-27,295.6,2512.6
S006,2025-03-28,199.97,1699.74
S006,2025-03-29,192.52,1636.42
S006,2025-03-30,219.87,1868.9
S006,2025-03-31,124.39,1057.32
S006,2025-04-01,550.3,4677.55
S006,2025-04-02,172.18,1463.53
S006,2025-04-03,241.03,2048.76
S006,2025-04-04,191.01,1623.58
S006,2025-04-05,212.42,1805.57
S006,2025-04-06,118.93,1010.91
S006,2025-04-07,241.05,2048.93
S006,2025-04-08,364.77,3100.54
S006,2025-04-09,138.0,1173.0
S006,2025-04-10,168.1,1428.85
S006,2025-04-11,323.3,2748.05
S006,2025-04-12,314.86,2676.31
S006,2025-04-13,366.15,3112.27
S006,2025-04-14,237.78,2021.13
S006,2025-04-15,61.4,521.9
S006,2025-04-16,240.47,2044.0
S006,2025-04-17,306.33,2603.8
S006,2025-04-18,212.23,1803.96
S006,2025-04-19,370.77,3151.54
S006,2025-04-20,162.27,1379.3
S006,2025-04-21,514.76,4375.46
S006,2025-04-22,403.58,3430.43
S006,2025-04-23,291.61,2478.68
S006,2025-04-24,163.82,1392.47
S006,2025-04-25,166.05,1411.43
S006,2025-04-26,154.43,1312.66
S006,2025-04-27,219.19,1863.12
S006,2025-04-28,161.29,1370.96
S006,2025-04-29,350.66,2980.61
S006,2025-04-30,177.95,1512.57
S006,2025-05-01,341.3,2901.05
S006,2025-05-02,283.39,2408.82
S006,2025-05-03,257.14,2185.69
S006,2025-05-04,216.93,1843.9
S006,2025-05-05,347.75,2955.88
S006,2025-05-06,208.29,1770.46
S006,2025-05-07,317.04,2694.84
S006,2025-05-08,405.9,3450.15
S006,2025-05-09,306.53,2605.5
S006,2025-05-10,120.76,1026.46
S006,2025-05-11,265.15,2253.77
S006,2025-05-12,230.51,1959.34
S006,2025-05-13,381.46,3242.41
S006,2025-05-14,197.44,1678.24
S006,2025-05-15,271.16,2304.86
S006,2025-05-16,391.71,3329.54
S006,2025-05-17,219.51,1865.84
S006,2025-05-18,254.26,2161.21
S006,2025-05-19,208.27,1770.3
S006,2025-05-20,346.72,2947.12
S006,2025-05-21,308.54,2622.59
S006,2025-05-22,300.35,2552.98
S006,2025-05-23,382.89,3254.56
S006,2025-05-24,379.5,3225.75
S006,2025-05-25,225.93,1920.4
S006,2025-05-26,184.61,1569.19
S006,2025-05-27,413.98,3518.83
S006,2025-05-28,272.88,2319.48
S006,2025-05-29,177.63,1509.86
S006,2025-05-30,532.5,4526.25
S006,2025-05-31,394.55,3353.68
S006,2025-06-01,460.67,3915.7
S006,2025-06-02,211.28,1795.88
S006,2025-06-03,250.2,2126.7
S006,2025-06-04,321.42,2732.07
S006,2025-06-05,325.9,2770.15
S006,2025-06-06,390.69,3320.86
S006,2025-06-07,529.49,4500.66
S006,2025-06-08,247.17,2100.94
S006,2025-06-09,320.63,2725.36
S006,2025-06-10,241.17,2049.94
S006,2025-06-11,618.33,5255.8
S006,2025-06-12,270.19,2296.61
S006,2025-06-13,353.19,3002.12
S006,2025-06-14,212.44,1805.74
S006,2025-06-15,285.16,2423.86
S006,2025-06-16,450.12,3826.02
S006,2025-06-17,451.85,3840.73
S006,2025-06-18,240.34,2042.89
S006,2025-06-19,27.83,236.55
S006,2025-06-20,365.13,3103.6
S006,2025-06-21,193.49,1644.66
S006,2025-06-22,254.83,2166.06
S006,2025-06-23,140.08,1190.68
S006,2025-06-24,284.44,2417.74
S006,2025-06-25,214.47,1823.0
S006,2025-06-26,311.44,2647.24
S006,2025-06-27,154.03,1309.26
S006,2025-06-28,150.97,1283.24
S006,2025-06-29,339.83,2888.56
S006,2025-06-30,380.85,3237.23
S006,2025-07-01,195.69,1663.36
S006,2025-07-02,425.31,3615.14
S006,2025-07-03,326.01,2771.08
S006,2025-07-04,555.03,4717.76
S006,2025-07-05,153.07,1301.1
S006,2025-07-06,291.75,2479.88
S006,2025-07-07,462.86,3934.31
S006,2025-07-08,224.71,1910.04
S006,2025-07-09,253.6,2155.6
S006,2025-07-10,245.96,2090.66
S006,2025-07-11,276.49,2350.16
S006,2025-07-12,294.25,2501.12
S006,2025-07-13,239.32,2034.22
S006,2025-07-14,348.18,2959.53
S006,2025-07-15,279.06,2372.01
S006,2025-07-16,260.35,2212.98
S006,2025-07-17,493.1,4191.35
S006,2025-07-18,441.36,3751.56
S006,2025-07-19,227.36,1932.56
S006,2025-07-20,299.36,2544.56
S006,2025-07-21,315.22,2679.37
S006,2025-07-22,332.48,2826.08
S006,2025-07-23,299.98,2549.83
S006,2025-07-24,378.73,3219.2
S006,2025-07-25,101.84,865.64
S006,2025-07-26,410.57,3489.84
S006,2025-07-27,255.48,2171.58
S006,2025-07-28,209.83,1783.56
S006,2025-07-29,358.12,3044.02
S006,2025-07-30,426.37,3624.14
S006,2025-07-31,412.95,3510.08
S006,2025-08-01,394.43,3352.66
S006,2025-08-02,242.19,2058.61
S006,2025-08-03,593.26,5042.71
S006,2025-08-04,323.68,2751.28
S006,2025-08-05,489.29,4158.96
S006,2025-08-06,500.22,4251.87
S006,2025-08-07,264.84,2251.14
S006,2025-08-08,222.99,1895.42
S006,2025-08-09,395.46,3361.41
S006,2025-08-10,387.22,3291.37
S006,2025-08-11,534.2,4540.7
S006,2025-08-12,364.24,3096.04
S006,2025-08-13,310.67,2640.7
S006,2025-08-14,454.85,3866.23
S006,2025-08-15,318.05,2703.42
S006,2025-08-16,368.97,3136.25
S006,2025-08-17,291.81,2480.39
S006,2025-08-18,411.39,3496.82
S006,2025-08-19,382.54,3251.59
S006,2025-08-20,322.8,2743.8
S006,2025-08-21,635.34,5400.39
S006,2025-08-22,236.92,2013.82
S006,2025-08-23,251.84,2140.64
S006,2025-08-24,191.25,1625.62
S006,2025-08-25,320.99,2728.42
S006,2025-08-26,330.81,2811.88
S006,2025-08-27,354.67,3014.7
S006,2025-08-28,541.51,4602.84
S006,2025-08-29,368.0,3128.0
S006,2025-08-30,402.91,3424.74
S006,2025-08-31,536.38,4559.23
S006,2025-09-01,559.65,4757.02
S006,2025-09-02,319.79,2718.22
S006,2025-09-03,275.1,2338.35
S006,2025-09-04,280.04,2380.34
S006,2025-09-05,398.61,3388.18
S006,2025-09-06,392.04,3332.34
S006,2025-09-07,463.82,3942.47
S006,2025-09-08,641.32,5451.22
S006,2025-09-09,339.93,2889.4
S006,2025-09-10,567.21,4821.28
S006,2025-09-11,181.65,1544.02
S006,2025-09-12,352.56,2996.76
S006,2025-09-13,370.52,3149.42
S006,2025-09-14,310.47,2639.0
S006,2025-09-15,185.9,1580.15
S006,2025-09-16,300.2,2551.7
S006,2025-09-17,470.45,3998.82
S006,2025-09-18,187.9,1597.15
S006,2025-09-19,265.71,2258.54
S006,2025-09-20,411.86,3500.81
S006,2025-09-21,480.2,4081.7
S006,2025-09-22,573.64,4875.94
S006,2025-09-23,394.17,3350.44
S006,2025-09-24,370.42,3148.57
S006,2025-09-25,396.21,3367.78
S006,2025-09-26,276.57,2350.84
S006,2025-09-27,276.84,2353.14
S006,2025-09-28,197.19,1676.12
S006,2025-09-29,425.27,3614.8
S006,2025-09-30,562.89,4784.56
S006,2025-10-01,285.41,2425.98
S006,2025-10-02,452.8,3848.8
S006,2025-10-03,306.62,2606.27
S006,2025-10-04,493.48,4194.58
S006,2025-10-05,328.98,2796.33
S006,2025-10-06,562.54,4781.59
S006,2025-10-07,599.37,5094.65
S006,2025-10-08,514.27,4371.3
S006,2025-10-09,383.88,3262.98
S006,2025-10-10,179.55,1526.18
S006,2025-10-11,547.94,4657.49
S006,2025-10-12,303.22,2577.37
S006,2025-10-13,398.33,3385.8
S006,2025-10-14,573.25,4872.62
S006,2025-10-15,378.86,3220.31
S006,2025-10-16,549.86,4673.81
S006,2025-10-17,311.18,2645.03
S006,2025-10-18,470.51,3999.34
S006,2025-10-19,363.48,3089.58
S006,2025-10-20,297.49,2528.66
S006,2025-10-21,345.2,2934.2
S006,2025-10-22,366.87,3118.4
S006,2025-10-23,242.5,2061.25
S006,2025-10-24,444.69,3779.86
S006,2025-10-25,525.93,4470.4
S006,2025-10-26,589.12,5007.52
S006,2025-10-27,275.56,2342.26
S006,2025-10-28,136.3,1158.55
S006,2025-10-29,332.05,2822.42
S006,2025-10-30,480.46,4083.91
S006,2025-10-31,538.1,4573.85
S006,2025-11-01,286.37,2434.14
S006,2025-11-02,287.22,2441.37
S006,2025-11-03,309.97,2634.75
S006,2025-11-04,325.58,2767.43
S006,2025-11-05,484.13,4115.1
S006,2025-11-06,424.1,3604.85
S006,2025-11-07,564.55,4798.67
S006,2025-11-08,277.25,2356.62
S006,2025-11-09,642.46,5460.91
S006,2025-11-10,597.59,5079.52
S006,2025-11-11,678.83,5770.06
S006,2025-11-12,439.05,3731.92
S006,2025-11-13,426.47,3625.0
S006,2025-11-14,361.24,3070.54
S006,2025-11-15,245.53,2087.0
S006,2025-11-16,458.22,3894.87
S006,2025-11-17,467.13,3970.6
S006,2025-11-18,580.58,4934.93
S006,2025-11-19,422.43,3590.66
S006,2025-11-20,307.92,2617.32
S006,2025-11-21,551.94,4691.49
S006,2025-11-22,407.92,3467.32
S006,2025-11-23,256.61,2181.18
S006,2025-11-24,236.37,2009.14
S006,2025-11-25,445.92,3790.32
S006,2025-11-26,339.58,2886.43
S006,2025-11-27,464.9,3951.65
S006,2025-11-28,649.18,5518.03
S006,2025-11-29,293.54,2495.09
S006,2025-11-30,294.95,2507.07
S006,2025-12-01,578.61,4918.19
S006,2025-12-02,443.32,3768.22
S006,2025-12-03,404.16,3435.36
S006,2025-12-04,535.58,4552.43
S006,2025-12-05,370.19,3146.62
S006,2025-12-06,402.07,3417.6
S006,2025-12-07,362.87,3084.4
S006,2025-12-08,399.24,3393.54
S006,2025-12-09,325.11,2763.44
S006,2025-12-10,574.44,4882.74
S006,2025-12-11,436.53,3710.5
S006,2025-12-12,302.2,2568.7
S006,2025-12-13,400.44,3403.74
S006,2025-12-14,424.08,3604.68
S006,2025-12-15,403.55,3430.18
S006,2025-12-16,417.11,3545.44
S006,2025-12-17,317.17,2695.94
S006,2025-12-18,444.14,3775.19
S006,2025-12-19,360.05,3060.42
S006,2025-12-20,467.39,3972.82
S006,2025-12-21,388.19,3299.62
S006,2025-12-22,360.44,3063.74
S006,2025-12-23,468.01,3978.08
S006,2025-12-24,186.06,1581.51
S006,2025-12-25,375.49,3191.66
S006,2025-12-26,289.89,2464.06
S006,2025-12-27,642.71,5463.04
S006,2025-12-28,226.88,1928.48
S006,2025-12-29,400.31,3402.64
S006,2025-12-30,479.97,4079.75
S006,2025-12-31,341.26,2900.71
S007,2025-01-01,34.78,295.63
S007,2025-01-02,294.02,2499.17
S007,2025-01-03,308.37,2621.14
S007,2025-01-04,79.92,679.32
S007,2025-01-05,109.15,927.78
S007,2025-01-06,246.02,2091.17
S007,2025-01-07,251.14,2134.69
S007,2025-01-08,131.56,1118.26
S007,2025-01-09,157.94,1342.49
S007,2025-01-10,225.49,1916.66
S007,2025-01-11,59.61,506.68
S007,2025-01-12,133.21,1132.29
S007,2025-01-13,133.41,1133.98
S007,2025-01-14,159.76,1357.96
S007,2025-01-15,116.72,992.12
S007,2025-01-16,173.69,1476.36
S007,2025-01-17,98.11,833.94
S007,2025-01-18,78.82,669.97
S007,2025-01-19,128.22,1089.87
S007,2025-01-20,109.14,927.69
S007,2025-01-21,176.14,1497.19
S007,2025-01-22,208.41,1771.48
S007,2025-01-23,198.47,1687.0
S007,2025-01-24,194.05,1649.43
S007,2025-01-25,239.56,2036.26
S007,2025-01-26,36.88,313.48
S007,2025-01-27,295.12,2508.52
S007,2025-01-28,159.0,1351.5
S007,2025-01-29,207.62,1764.77
S007,2025-01-30,191.53,1628.0
S007,2025-01-31,231.6,1968.6
S007,2025-02-01,325.65,2768.02
S007,2025-02-02,245.6,2087.6
S007,2025-02-03,163.48,1389.58
S007,2025-02-04,308.56,2622.76
S007,2025-02-05,233.24,1982.54
S007,2025-02-06,186.48,1585.08
S007,2025-02-07,224.3,1906.55
S007,2025-02-08,175.53,1492.0
S007,2025-02-09,225.54,1917.09
S007,2025-02-10,238.9,2030.65
S007,2025-02-11,95.64,812.94
S007,2025-02-12,211.94,1801.49
S007,2025-02-13,210.04,1785.34
S007,2025-02-14,116.0,986.0
S007,2025-02-15,180.03,1530.26
S007,2025-02-16,231.79,1970.22
S007,2025-02-17,142.86,1214.31
S007,2025-02-18,216.02,1836.17
S007,2025-02-19,198.31,1685.64
S007,2025-02-20,182.46,1550.91
S007,2025-02-21,169.25,1438.62
S007,2025-02-22,49.85,423.72
S007,2025-02-23,224.22,1905.87
S007,2025-02-24,212.61,1807.19
S007,2025-02-25,81.47,692.5
S007,2025-02-26,130.01,1105.08
S007,2025-02-27,82.25,699.12
S007,2025-02-28,126.62,1076.27
S007,2025-03-01,92.78,788.63
S007,2025-03-02,166.12,1412.02
S007,2025-03-03,220.72,1876.12
S007,2025-03-04,233.35,1983.48
S007,2025-03-05,247.1,2100.35
S007,2025-03-06,91.09,774.26
S007,2025-03-07,167.41,1422.98
S007,2025-03-08,185.33,1575.3
S007,2025-03-09,286.99,2439.42
S007,2025-03-10,237.91,2022.24
S007,2025-03-11,273.25,2322.62
S007,2025-03-12,257.3,2187.05
S007,2025-03-13,131.01,1113.58
S007,2025-03-14,259.74,2207.79
S007,2025-03-15,34.74,295.29
S007,2025-03-16,46.98,399.33
S007,2025-03-17,231.24,1965.54
S007,2025-03-18,184.17,1565.44
S007,2025-03-19,126.5,1075.25
S007,2025-03-20,308.97,2626.25
S007,2025-03-21,123.21,1047.28
S007,2025-03-22,200.15,1701.28
S007,2025-03-23,179.13,1522.6
S007,2025-03-24,281.89,2396.06
S007,2025-03-25,164.49,1398.16
S007,2025-03-26,96.93,823.91
S007,2025-03-27,219.54,1866.09
S007,2025-03-28,113.14,961.69
S007,2025-03-29,296.99,2524.42
S007,2025-03-30,276.44,2349.74
S007,2025-03-31,241.68,2054.28
S007,2025-04-01,213.88,1817.98
S007,2025-04-02,169.05,1436.93
S007,2025-04-03,279.92,2379.32
S007,2025-04-04,300.93,2557.91
S007,2025-04-05,143.18,1217.03
S007,2025-04-06,341.08,2899.18
S007,2025-04-07,285.31,2425.14
S007,2025-04-08,286.37,2434.14
S007,2025-04-09,81.57,693.34
S007,2025-04-10,86.84,738.14
S007,2025-04-11,386.14,3282.19
S007,2025-04-12,229.91,1954.24
S007,2025-04-13,288.63,2453.36
S007,2025-04-14,241.83,2055.56
S007,2025-04-15,34.2,290.7
S007,2025-04-16,316.47,2690.0
S007,2025-04-17,205.98,1750.83
S007,2025-04-18,272.37,2315.14
S007,2025-04-19,83.38,708.73
S007,2025-04-20,157.24,1336.54
S007,2025-04-21,285.62,2427.77
S007,2025-04-22,468.49,3982.16
S007,2025-04-23,154.89,1316.56
S007,2025-04-24,228.01,1938.08
S007,2025-04-25,180.34,1532.89
S007,2025-04-26,298.11,2533.94
S007,2025-04-27,478.82,4069.97
S007,2025-04-28,71.76,609.96
S007,2025-04-29,158.85,1350.22
S007,2025-04-30,305.14,2593.69
S007,2025-05-01,341.56,2903.26
S007,2025-05-02,161.84,1375.64
S007,2025-05-03,432.48,3676.08
S007,2025-05-04,268.44,2281.74
S007,2025-05-05,128.22,1089.87
S007,2025-05-06,201.85,1715.72
S007,2025-05-07,268.01,2278.08
S007,2025-05-08,262.18,2228.53
S007,2025-05-09,191.84,1630.64
S007,2025-05-10,192.69,1637.86
S007,2025-05-11,234.65,1994.52
S007,2025-05-12,218.31,1855.64
S007,2025-05-13,273.13,2321.6
S007,2025-05-14,300.04,2550.34
S007,2025-05-15,259.26,2203.71
S007,2025-05-16,267.03,2269.75
S007,2025-05-17,284.59,2419.02
S007,2025-05-18,266.84,2268.14
S007,2025-05-19,261.78,2225.13
S007,2025-05-20,129.2,1098.2
S007,2025-05-21,236.72,2012.12
S007,2025-05-22,258.34,2195.89
S007,2025-05-23,322.31,2739.64
S007,2025-05-24,134.22,1140.87
S007,2025-05-25,136.87,1163.4
S007,2025-05-26,76.09,646.76
S007,2025-05-27,359.21,3053.28
S007,2025-05-28,194.67,1654.7
S007,2025-05-29,237.35,2017.48
S007,2025-05-30,354.4,3012.4
S007,2025-05-31,392.02,3332.17
S007,2025-06-01,207.87,1766.9
S007,2025-06-02,186.03,1581.26
S007,2025-06-03,115.89,985.06
S007,2025-06-04,551.92,4691.32
S007,2025-06-05,329.33,2799.3
S007,2025-06-06,366.72,3117.12
S007,2025-06-07,286.82,2437.97
S007,2025-06-08,327.63,2784.86
S007,2025-06-09,267.44,2273.24
S007,2025-06-10,411.81,3500.38
S007,2025-06-11,175.85,1494.72
S007,2025-06-12,185.38,1575.73
S007,2025-06-13,184.93,1571.9
S007,2025-06-14,244.79,2080.72
S007,2025-06-15,398.36,3386.06
S007,2025-06-16,421.65,3584.02
S007,2025-06-17,253.99,2158.92
S007,2025-06-18,215.34,1830.39
S007,2025-06-19,164.5,1398.25
S007,2025-06-20,210.24,1787.04
S007,2025-06-21,340.18,2891.53
S007,2025-06-22,211.83,1800.56
S007,2025-06-23,428.31,3640.64
S007,2025-06-24,134.87,1146.4
S007,2025-06-25,217.62,1849.77
S007,2025-06-26,242.55,2061.68
S007,2025-06-27,249.58,2121.43
S007,2025-06-28,264.14,2245.19
S007,2025-06-29,163.23,1387.46
S007,2025-06-30,136.62,1161.27
S007,2025-07-01,199.64,1696.94
S007,2025-07-02,323.93,2753.4
S007,2025-07-03,229.13,1947.6
S007,2025-07-04,254.93,2166.91
S007,2025-07-05,331.29,2815.96
S007,2025-07-06,503.71,4281.54
S007,2025-07-07,186.5,1585.25
S007,2025-07-08,260.78,2216.63
S007,2025-07-09,185.81,1579.38
S007,2025-07-10,353.79,3007.22
S007,2025-07-11,431.65,3669.02
S007,2025-07-12,148.49,1262.16
S007,2025-07-13,134.83,1146.06
S007,2025-07-14,388.25,3300.12
S007,2025-07-15,291.38,2476.73
S007,2025-07-16,240.75,2046.38
S007,2025-07-17,354.77,3015.54
S007,2025-07-18,113.9,968.15
S007,2025-07-19,324.53,2758.5
S007,2025-07-20,261.91,2226.24
S007,2025-07-21,260.3,2212.55
S007,2025-07-22,248.23,2109.96
S007,2025-07-23,262.58,2231.93
S007,2025-07-24,354.33,3011.8
S007,2025-07-25,399.49,3395.66
S007,2025-07-26,289.61,2461.68
S007,2025-07-27,481.03,4088.75
S007,2025-07-28,327.12,2780.52
S007,2025-07-29,313.49,2664.66
S007,2025-07-30,331.64,2818.94
S007,2025-07-31,326.9,2778.65
S007,2025-08-01,289.43,2460.16
S007,2025-08-02,95.11,808.44
S007,2025-08-03,412.75,3508.38
S007,2025-08-04,186.02,1581.17
S007,2025-08-05,342.32,2909.72
S007,2025-08-06,207.4,1762.9
S007,2025-08-07,279.51,2375.84
S007,2025-08-08,308.72,2624.12
S007,2025-08-09,314.88,2676.48
S007,2025-08-10,469.03,3986.75
S007,2025-08-11,331.7,2819.45
S007,2025-08-12,352.49,2996.16
S007,2025-08-13,436.17,3707.44
S007,2025-08-14,406.26,3453.21
S007,2025-08-15,197.82,1681.47
S007,2025-08-16,137.04,1164.84
S007,2025-08-17,335.23,2849.46
S007,2025-08-18,180.99,1538.42
S007,2025-08-19,529.76,4502.96
S007,2025-08-20,436.37,3709.14
S007,2025-08-21,190.67,1620.7
S007,2025-08-22,405.03,3442.75
S007,2025-08-23,147.6,1254.6
S007,2025-08-24,304.44,2587.74
S007,2025-08-25,433.75,3686.88
S007,2025-08-26,421.94,3586.49
S007,2025-08-27,174.43,1482.66
S007,2025-08-28,464.56,3948.76
S007,2025-08-29,561.27,4770.8
S007,2025-08-30,333.76,2836.96
S007,2025-08-31,291.28,2475.88
S007,2025-09-01,313.25,2662.62
S007,2025-09-02,330.13,2806.1
S007,2025-09-03,508.64,4323.44
S007,2025-09-04,195.92,1665.32
S007,2025-09-05,370.11,3145.94
S007,2025-09-06,448.86,3815.31
S007,2025-09-07,323.04,2745.84
S007,2025-09-08,312.31,2654.64
S007,2025-09-09,203.5,1729.75
S007,2025-09-10,161.0,1368.5
S007,2025-09-11,186.21,1582.78
S007,2025-09-12,204.15,1735.28
S007,2025-09-13,520.29,4422.46
S007,2025-09-14,415.66,3533.11
S007,2025-09-15,367.43,3123.16
S007,2025-09-16,416.56,3540.76
S007,2025-09-17,263.94,2243.49
S007,2025-09-18,510.97,4343.24
S007,2025-09-19,243.41,2068.98
S007,2025-09-20,382.94,3254.99
S007,2025-09-21,294.3,2501.55
S007,2025-09-22,140.8,1196.8
S007,2025-09-23,354.15,3010.27
S007,2025-09-24,221.76,1884.96
S007,2025-09-25,263.28,2237.88
S007,2025-09-26,435.42,3701.07
S007,2025-09-27,584.8,4970.8
S007,2025-09-28,375.0,3187.5
S007,2025-09-29,264.06,2244.51
S007,2025-09-30,235.55,2002.18
S007,2025-10-01,328.8,2794.8
S007,2025-10-02,268.4,2281.4
S007,2025-10-03,263.4,2238.9
S007,2025-10-04,367.45,3123.32
S007,2025-10-05,209.17,1777.94
S007,2025-10-06,452.76,3848.46
S007,2025-10-07,310.7,2640.95
S007,2025-10-08,330.34,2807.89
S007,2025-10-09,293.28,2492.88
S007,2025-10-10,338.17,2874.44
S007,2025-10-11,424.28,3606.38
S007,2025-10-12,587.03,4989.76
S007,2025-10-13,279.83,2378.55
S007,2025-10-14,666.62,5666.27
S007,2025-10-15,445.2,3784.2
S007,2025-10-16,325.95,2770.58
S007,2025-10-17,463.51,3939.84
S007,2025-10-18,507.58,4314.43
S007,2025-10-19,443.1,3766.35
S007,2025-10-20,263.45,2239.32
S007,2025-10-21,424.14,3605.19
S007,2025-10-22,478.51,4067.34
S007,2025-10-23,161.39,1371.81
S007,2025-10-24,432.13,3673.1
S007,2025-10-25,457.14,3885.69
S007,2025-10-26,571.5,4857.75
S007,2025-10-27,210.21,1786.78
S007,2025-10-28,522.54,4441.59
S007,2025-10-29,310.2,2636.7
S007,2025-10-30,250.51,2129.34
S007,2025-10-31,536.97,4564.24
S007,2025-11-01,391.42,3327.07
S007,2025-11-02,323.86,2752.81
S007,2025-11-03,343.04,2915.84
S007,2025-11-04,146.71,1247.04
S007,2025-11-05,309.5,2630.75
S007,2025-11-06,605.22,5144.37
S007,2025-11-07,582.08,4947.68
S007,2025-11-08,397.6,3379.6
S007,2025-11-09,575.56,4892.26
S007,2025-11-10,496.23,4217.96
S007,2025-11-11,567.37,4822.65
S007,2025-11-12,585.51,4976.84
S007,2025-11-13,341.11,2899.44
S007,2025-11-14,332.57,2826.84
S007,2025-11-15,249.74,2122.79
S007,2025-11-16,478.16,4064.36
S007,2025-11-17,339.33,2884.3
S007,2025-11-18,539.98,4589.83
S007,2025-11-19,335.27,2849.8
S007,2025-11-20,454.09,3859.76
S007,2025-11-21,288.81,2454.89
S007,2025-11-22,354.29,3011.46
S007,2025-11-23,447.78,3806.13
S007,2025-11-24,473.12,4021.52
S007,2025-11-25,652.21,5543.78
S007,2025-11-26,409.79,3483.22
S007,2025-11-27,474.61,4034.18
S007,2025-11-28,526.67,4476.7
S007,2025-11-29,430.24,3657.04
S007,2025-11-30,590.99,5023.42
S007,2025-12-01,483.13,4106.6
S007,2025-12-02,400.72,3406.12
S007,2025-12-03,385.88,3279.98
S007,2025-12-04,425.13,3613.6
S007,2025-12-05,516.4,4389.4
S007,2025-12-06,513.2,4362.2
S007,2025-12-07,526.5,4475.25
S007,2025-12-08,335.42,2851.07
S007,2025-12-09,393.39,3343.82
S007,2025-12-10,267.13,2270.6
S007,2025-12-11,376.11,3196.94
S007,2025-12-12,656.85,5583.22
S007,2025-12-13,316.03,2686.25
S007,2025-12-14,288.14,2449.19
S007,2025-12-15,299.7,2547.45
S007,2025-12-16,306.33,2603.8
S007,2025-12-17,386.65,3286.52
S007,2025-12-18,326.04,2771.34
S007,2025-12-19,294.01,2499.08
S007,2025-12-20,382.3,3249.55
S007,2025-12-21,409.74,3482.79
S007,2025-12-22,559.8,4758.3
S007,2025-12-23,332.21,2823.78
S007,2025-12-24,387.38,3292.73
S007,2025-12-25,435.25,3699.62
S007,2025-12-26,532.32,4524.72
S007,2025-12-27,623.19,5297.12
S007,2025-12-28,353.96,3008.66
S007,2025-12-29,481.82,4095.47
S007,2025-12-30,364.79,3100.72
S007,2025-12-31,468.56,3982.76
S008,2025-01-01,165.26,1404.71
S008,2025-01-02,202.51,1721.34
S008,2025-01-03,298.29,2535.46
S008,2025-01-04,162.48,1381.08
S008,2025-01-05,130.69,1110.86
S008,2025-01-06,253.41,2153.98
S008,2025-01-07,100.92,857.82
S008,2025-01-08,108.68,923.78
S008,2025-01-09,0.55,4.68
S008,2025-01-10,243.01,2065.58
S008,2025-01-11,164.18,1395.53
S008,2025-01-12,133.16,1131.86
S008,2025-01-13,46.14,392.19
S008,2025-01-14,105.63,897.86
S008,2025-01-15,45.35,385.48
S008,2025-01-16,93.03,790.76
S008,2025-01-17,47.47,403.5
S008,2025-01-18,35.69,303.36
S008,2025-01-19,76.17,647.45
S008,2025-01-20,105.89,900.06
S008,2025-01-21,183.39,1558.81
S008,2025-01-22,173.29,1472.96
S008,2025-01-23,128.71,1094.04
S008,2025-01-24,218.56,1857.76
S008,2025-01-26,111.99,951.92
S008,2025-01-27,52.67,447.7
S008,2025-01-28,52.55,446.67
S008,2025-01-29,118.34,1005.89
S008,2025-01-30,86.44,734.74
S008,2025-01-31,123.88,1052.98
S008,2025-02-01,85.0,722.5
S008,2025-02-02,113.8,967.3
S008,2025-02-03,100.2,851.7
S008,2025-02-04,14.74,125.29
S008,2025-02-05,73.56,625.26
S008,2025-02-06,191.02,1623.67
S008,2025-02-07,120.25,1022.12
S008,2025-02-09,130.56,1109.76
S008,2025-02-10,218.83,1860.06
S008,2025-02-11,134.03,1139.26
S008,2025-02-12,184.88,1571.48
S008,2025-02-13,71.85,610.72
S008,2025-02-14,16.97,144.24
S008,2025-02-15,150.34,1277.89
S008,2025-02-16,65.14,553.69
S008,2025-02-17,102.84,874.14
S008,2025-02-18,136.38,1159.23
S008,2025-02-19,91.85,780.72
