queue_id,station_id,date,hour,vehicles_waiting,avg_wait_time_minutes
2604,S003,2025-03-11,9,6,30.9
2605,S003,2025-03-11,12,2,17.1
2606,S003,2025-03-11,15,0,17.9
2607,S003,2025-03-11,18,5,25.9
2608,S003,2025-03-11,21,5,15.2
2609,S003,2025-10-16,0,0,7.4
2610,S003,2025-10-16,3,1,9.5
2611,S003,2025-10-16,6,3,19.2
2612,S003,2025-10-16,9,4,27.4
2613,S003,2025-10-16,12,5,20.7
2614,S003,2025-10-16,15,2,18.8
2615,S003,2025-10-16,18,4,29.1
2616,S003,2025-10-16,21,5,19.2
2617,S003,2025-09-16,0,0,0.2
2618,S003,2025-09-16,3,0,5.7
2619,S003,2025-09-16,6,5,19.3
2620,S003,2025-09-16,9,4,28.6
2621,S003,2025-09-16,12,3,19.3
2622,S003,2025-09-16,15,5,23.1
2623,S003,2025-09-16,18,7,30.5
2624,S003,2025-09-16,21,7,22.4
2625,S003,2025-08-16,0,0,9.4
2626,S003,2025-08-16,3,0,6.5
2627,S003,2025-08-16,6,2,11.5
2628,S003,2025-08-16,9,3,26.4
2629,S003,2025-08-16,12,3,8.7
2630,S003,2025-08-16,15,2,15.8
2631,S003,2025-08-16,18,6,31.4
2632,S003,2025-08-16,21,2,18.3
2633,S003,2025-12-19,0,0,0.0
2634,S003,2025-12-19,3,0,9.7
2635,S003,2025-12-19,6,4,15.6
2636,S003,2025-12-19,9,4,30.3
2637,S003,2025-12-19,12,2,15.6
2638,S003,2025-12-19,15,2,24.5
2639,S003,2025-12-19,18,6,35.4
2640,S003,2025-12-19,21,4,17.0
2641,S003,2025-10-22,0,0,6.1
2642,S003,2025-10-22,3,1,5.9
2643,S003,2025-10-22,6,2,21.3
2644,S003,2025-10-22,9,8,30.1
2645,S003,2025-10-22,12,1,17.4
2646,S003,2025-10-22,15,4,22.9
2647,S003,2025-10-22,18,8,32.7
2648,S003,2025-10-22,21,5,15.5
2649,S003,2025-05-16,0,0,10.2
2650,S003,2025-05-16,3,0,8.8
2651,S003,2025-05-16,6,4,4.5
2652,S003,2025-05-16,9,3,30.3
2653,S003,2025-05-16,12,4,17.5
2654,S003,2025-05-16,15,0,18.2
2655,S003,2025-05-16,18,4,36.5
2656,S003,2025-05-16,21,3,23.2
2657,S003,2025-09-03,0,0,11.1
2658,S003,2025-09-03,3,2,14.2
2659,S003,2025-09-03,6,2,10.7
2660,S003,2025-09-03,9,5,32.0
2661,S003,2025-09-03,12,3,9.1
2662,S003,2025-09-03,15,5,14.2
2663,S003,2025-09-03,18,4,27.6
2664,S003,2025-09-03,21,2,15.1
2665,S003,2025-05-06,0,0,6.5
2666,S003,2025-05-06,3,0,10.3
2667,S003,2025-05-06,6,4,10.1
2668,S003,2025-05-06,9,7,27.0
2669,S003,2025-05-06,12,4,16.0
2670,S003,2025-05-06,15,4,22.0
2671,S003,2025-05-06,18,6,22.5
2672,S003,2025-05-06,21,2,26.9
2673,S003,2025-04-21,0,1,9.2
2674,S003,2025-04-21,3,1,4.6
2675,S003,2025-04-21,6,3,9.4
2676,S003,2025-04-21,9,5,23.6
2677,S003,2025-04-21,12,6,15.0
2678,S003,2025-04-21,15,2,20.0
2679,S003,2025-04-21,18,9,30.0
2680,S003,2025-04-21,21,1,18.3
2681,S003,2025-12-23,0,1,7.3
2682,S003,2025-12-23,3,0,9.9
2683,S003,2025-12-23,6,1,13.5
2684,S003,2025-12-23,9,3,29.8
2685,S003,2025-12-23,12,3,15.6
2686,S003,2025-12-23,15,5,16.6
2687,S003,2025-12-23,18,5,33.7
2688,S003,2025-12-23,21,4,16.8
2689,S003,2025-04-12,0,0,10.9
2690,S003,2025-04-12,3,1,5.0
2691,S003,2025-04-12,6,3,18.6
2692,S003,2025-04-12,9,5,27.6
2693,S003,2025-04-12,12,3,8.3
2694,S003,2025-04-12,15,2,22.1
2695,S003,2025-04-12,18,6,24.9
2696,S003,2025-04-12,21,2,17.0
2697,S003,2025-11-06,0,0,7.5
2698,S003,2025-11-06,3,0,4.2
2699,S003,2025-11-06,6,8,25.0
2700,S003,2025-11-06,9,4,26.1
2701,S003,2025-11-06,12,0,9.6
2702,S003,2025-11-06,15,3,26.3
2703,S003,2025-11-06,18,17,29.0
2704,S003,2025-11-06,21,4,22.4
2705,S003,2025-02-06,0,0,8.4
2706,S003,2025-02-06,3,0,8.4
2707,S003,2025-02-06,6,1,10.7
2708,S003,2025-02-06,9,6,28.3
2709,S003,2025-02-06,12,4,19.9
2710,S003,2025-02-06,15,3,20.8
2711,S003,2025-02-06,18,5,31.7
2712,S003,2025-02-06,21,1,19.7
2713,S003,2025-04-05,0,2,3.7
2714,S003,2025-04-05,3,1,5.3
2715,S003,2025-04-05,6,4,3.3
2716,S003,2025-04-05,9,8,22.4
2717,S003,2025-04-05,12,1,13.6
2718,S003,2025-04-05,15,3,24.6
2719,S003,2025-04-05,18,7,27.9
2720,S003,2025-04-05,21,4,21.2
2721,S003,2025-09-18,0,0,4.9
2722,S003,2025-09-18,3,1,5.1
2723,S003,2025-09-18,6,0,19.5
2724,S003,2025-09-18,9,4,23.4
2725,S003,2025-09-18,12,2,15.4
2726,S003,2025-09-18,15,4,16.2
2727,S003,2025-09-18,18,6,28.6
2728,S003,2025-09-18,21,2,19.8
2729,S003,2025-02-21,0,1,3.3
2730,S003,2025-02-21,3,0,11.5
2731,S003,2025-02-21,6,3,16.7
2732,S003,2025-02-21,9,3,29.5
2733,S003,2025-02-21,12,3,14.4
2734,S003,2025-02-21,15,5,28.7
2735,S003,2025-02-21,18,4,31.2
2736,S003,2025-02-21,21,3,21.4
2737,S003,2025-01-17,0,0,15.6
2738,S003,2025-01-17,3,0,10.4
2739,S003,2025-01-17,6,3,9.2
2740,S003,2025-01-17,9,3,23.9
2741,S003,2025-01-17,12,2,14.3
2742,S003,2025-01-17,15,5,14.7
2743,S003,2025-01-17,18,7,35.6
2744,S003,2025-01-17,21,6,14.4
2745,S003,2025-03-04,0,2,5.6
2746,S003,2025-03-04,3,1,5.4
2747,S003,2025-03-04,6,2,9.3
2748,S003,2025-03-04,9,5,26.4
2749,S003,2025-03-04,12,3,17.9
2750,S003,2025-03-04,15,3,12.4
2751,S003,2025-03-04,18,7,26.5
2752,S003,2025-03-04,21,1,17.6
2753,S003,2025-03-23,0,0,15.5
2754,S003,2025-03-23,3,0,4.5
2755,S003,2025-03-23,6,3,17.4
2756,S003,2025-03-23,9,6,28.1
2757,S003,2025-03-23,12,4,17.1
2758,S003,2025-03-23,15,3,23.6
2759,S003,2025-03-23,18,6,26.2
2760,S003,2025-03-23,21,2,18.0
2761,S003,2025-03-28,0,1,0.0
2762,S003,2025-03-28,3,0,9.0
2763,S003,2025-03-28,6,1,13.5
2764,S003,2025-03-28,9,9,30.6
2765,S003,2025-03-28,12,2,21.2
2766,S003,2025-03-28,15,6,25.7
2767,S003,2025-03-28,18,6,34.3
2768,S003,2025-03-28,21,0,15.0
2769,S003,2025-11-29,0,1,7.8
2770,S003,2025-11-29,3,0,5.1
2771,S003,2025-11-29,6,6,10.1
2772,S003,2025-11-29,9,9,30.0
2773,S003,2025-11-29,12,4,17.6
2774,S003,2025-11-29,15,1,17.9
2775,S003,2025-11-29,18,5,29.4
2776,S003,2025-11-29,21,0,17.4
2777,S003,2025-05-14,0,0,13.6
2778,S003,2025-05-14,3,0,0.0
2779,S003,2025-05-14,6,2,11.6
2780,S003,2025-05-14,9,7,26.4
2781,S003,2025-05-14,12,3,16.1
2782,S003,2025-05-14,15,2,17.5
2783,S003,2025-05-14,18,6,34.7
2784,S003,2025-05-14,21,2,18.7
2785,S003,2025-02-05,0,2,12.3
2786,S003,2025-02-05,3,0,6.4
2787,S003,2025-02-05,6,4,8.6
2788,S003,2025-02-05,9,5,25.9
2789,S003,2025-02-05,12,5,16.9
2790,S003,2025-02-05,15,3,16.8
2791,S003,2025-02-05,18,9,22.2
2792,S003,2025-02-05,21,4,14.1
2793,S003,2025-09-04,0,1,13.4
2794,S003,2025-09-04,3,0,8.4
2795,S003,2025-09-04,6,3,14.9
2796,S003,2025-09-04,9,4,28.6
2797,S003,2025-09-04,12,3,17.2
2798,S003,2025-09-04,15,2,16.1
2799,S003,2025-09-04,18,11,21.0
2800,S003,2025-09-04,21,2,21.0
2801,S003,2025-10-04,0,1,6.1
2802,S003,2025-10-04,3,1,5.3
2803,S003,2025-10-04,6,5,19.3
2804,S003,2025-10-04,9,3,21.8
2805,S003,2025-10-04,12,2,19.6
2806,S003,2025-10-04,15,3,21.5
2807,S003,2025-10-04,18,3,34.4
2808,S003,2025-10-04,21,1,23.8
2809,S003,2025-05-25,0,1,9.5
2810,S003,2025-05-25,3,1,3.0
2811,S003,2025-05-25,6,3,11.7
2812,S003,2025-05-25,9,9,30.4
2813,S003,2025-05-25,12,6,13.3
2814,S003,2025-05-25,15,2,24.4
2815,S003,2025-05-25,18,5,33.9
2816,S003,2025-05-25,21,2,17.6
2817,S003,2025-10-19,0,1,9.0
2818,S003,2025-10-19,3,0,4.5
2819,S003,2025-10-19,6,0,18.8
2820,S003,2025-10-19,9,6,24.6
2821,S003,2025-10-19,12,3,20.7
2822,S003,2025-10-19,15,3,31.2
2823,S003,2025-10-19,18,7,26.7
2824,S003,2025-10-19,21,4,18.0
2825,S003,2025-06-16,0,2,8.9
2826,S003,2025-06-16,3,0,11.5
2827,S003,2025-06-16,6,5,15.8
2828,S003,2025-06-16,9,1,26.1
2829,S003,2025-06-16,12,2,14.5
2830,S003,2025-06-16,15,1,17.9
2831,S003,2025-06-16,18,3,33.2
2832,S003,2025-06-16,21,2,23.8
2833,S003,2025-03-24,0,0,6.1
2834,S003,2025-03-24,3,0,14.1
2835,S003,2025-03-24,6,4,22.9
2836,S003,2025-03-24,9,2,23.4
2837,S003,2025-03-24,12,2,19.5
2838,S003,2025-03-24,15,5,30.4
2839,S003,2025-03-24,18,7,31.4
2840,S003,2025-03-24,21,4,22.1
2841,S003,2025-12-14,0,2,3.6
2842,S003,2025-12-14,3,0,6.6
2843,S003,2025-12-14,6,4,18.8
2844,S003,2025-12-14,9,4,34.4
2845,S003,2025-12-14,12,2,24.1
2846,S003,2025-12-14,15,3,14.9
2847,S003,2025-12-14,18,7,28.4
2848,S003,2025-12-14,21,4,21.9
2849,S003,2025-12-07,0,0,5.0
2850,S003,2025-12-07,3,0,1.9
2851,S003,2025-12-07,6,1,10.3
2852,S003,2025-12-07,9,5,28.8
2853,S003,2025-12-07,12,3,14.0
2854,S003,2025-12-07,15,0,19.9
2855,S003,2025-12-07,18,6,23.4
2856,S003,2025-12-07,21,4,19.0
2857,S003,2025-05-13,0,2,7.2
2858,S003,2025-05-13,3,1,7.4
2859,S003,2025-05-13,6,3,17.6
2860,S003,2025-05-13,9,3,28.2
2861,S003,2025-05-13,12,7,20.7
2862,S003,2025-05-13,15,2,19.8
2863,S003,2025-05-13,18,7,29.6
2864,S003,2025-05-13,21,3,18.9
2865,S003,2025-10-25,0,0,14.5
2866,S003,2025-10-25,3,1,9.4
2867,S003,2025-10-25,6,2,13.7
2868,S003,2025-10-25,9,3,35.3
2869,S003,2025-10-25,12,4,11.9
2870,S003,2025-10-25,15,3,21.2
2871,S003,2025-10-25,18,6,37.0
2872,S003,2025-10-25,21,4,18.6
2873,S003,2025-01-16,0,0,12.0
2874,S003,2025-01-16,3,0,14.2
2875,S003,2025-01-16,6,5,11.3
2876,S003,2025-01-16,9,11,29.0
2877,S003,2025-01-16,12,3,20.1
2878,S003,2025-01-16,15,5,24.9
2879,S003,2025-01-16,18,6,31.9
2880,S003,2025-01-16,21,2,18.2
2881,S004,2025-05-02,0,0,7.1
2882,S004,2025-05-02,3,0,12.1
2883,S004,2025-05-02,6,1,9.6
2884,S004,2025-05-02,9,2,27.2
2885,S004,2025-05-02,12,2,17.2
2886,S004,2025-05-02,15,5,19.8
2887,S004,2025-05-02,18,9,20.2
2888,S004,2025-05-02,21,1,16.6
2889,S004,2025-09-16,0,1,10.2
2890,S004,2025-09-16,3,0,9.4
2891,S004,2025-09-16,6,4,12.5
2892,S004,2025-09-16,9,4,27.7
2893,S004,2025-09-16,12,1,21.5
2894,S004,2025-09-16,15,4,20.9
2895,S004,2025-09-16,18,6,23.5
2896,S004,2025-09-16,21,4,15.7
2897,S004,2025-04-22,0,1,10.9
2898,S004,2025-04-22,3,0,8.2
2899,S004,2025-04-22,6,2,11.6
2900,S004,2025-04-22,9,6,31.9
2901,S004,2025-04-22,12,4,10.6
2902,S004,2025-04-22,15,4,23.0
2903,S004,2025-04-22,18,6,27.0
2904,S004,2025-04-22,21,0,18.2
2905,S004,2025-07-14,0,1,0.3
2906,S004,2025-07-14,3,1,7.4
2907,S004,2025-07-14,6,2,16.3
2908,S004,2025-07-14,9,6,19.0
2909,S004,2025-07-14,12,3,25.9
2910,S004,2025-07-14,15,4,23.2
2911,S004,2025-07-14,18,7,27.2
2912,S004,2025-07-14,21,0,13.1
2913,S004,2025-07-04,0,0,9.0
2914,S004,2025-07-04,3,0,1.3
2915,S004,2025-07-04,6,1,15.4
2916,S004,2025-07-04,9,5,32.6
2917,S004,2025-07-04,12,3,17.7
2918,S004,2025-07-04,15,0,15.6
2919,S004,2025-07-04,18,5,27.4
2920,S004,2025-07-04,21,3,18.7
2921,S004,2025-01-05,0,1,2.5
2922,S004,2025-01-05,3,0,3.7
2923,S004,2025-01-05,6,2,16.6
2924,S004,2025-01-05,9,6,25.8
2925,S004,2025-01-05,12,6,14.4
2926,S004,2025-01-05,15,3,23.9
2927,S004,2025-01-05,18,3,32.6
2928,S004,2025-01-05,21,1,13.9
2929,S004,2025-05-25,0,0,3.4
2930,S004,2025-05-25,3,0,3.2
2931,S004,2025-05-25,6,2,18.9
2932,S004,2025-05-25,9,4,21.4
2933,S004,2025-05-25,12,1,12.9
2934,S004,2025-05-25,15,2,21.9
2935,S004,2025-05-25,18,5,25.6
2936,S004,2025-05-25,21,6,16.5
2937,S004,2025-04-02,0,0,3.9
2938,S004,2025-04-02,3,0,1.7
2939,S004,2025-04-02,6,1,12.6
2940,S004,2025-04-02,9,1,30.2
2941,S004,2025-04-02,12,2,18.3
2942,S004,2025-04-02,15,7,15.7
2943,S004,2025-04-02,18,9,25.9
2944,S004,2025-04-02,21,2,20.8
2945,S004,2025-09-18,0,0,5.7
2946,S004,2025-09-18,3,1,10.9
2947,S004,2025-09-18,6,1,20.7
2948,S004,2025-09-18,9,7,28.0
2949,S004,2025-09-18,12,4,18.0
2950,S004,2025-09-18,15,4,21.1
2951,S004,2025-09-18,18,7,34.8
2952,S004,2025-09-18,21,3,20.9
2953,S004,2025-06-22,0,0,2.3
2954,S004,2025-06-22,3,0,0.0
2955,S004,2025-06-22,6,3,13.1
2956,S004,2025-06-22,9,5,23.7
2957,S004,2025-06-22,12,4,21.4
2958,S004,2025-06-22,15,5,24.5
2959,S004,2025-06-22,18,3,25.5
2960,S004,2025-06-22,21,2,21.3
2961,S004,2025-04-18,0,1,5.6
2962,S004,2025-04-18,3,0,10.4
2963,S004,2025-04-18,6,2,10.5
2964,S004,2025-04-18,9,7,26.0
2965,S004,2025-04-18,12,1,12.7
2966,S004,2025-04-18,15,5,23.9
2967,S004,2025-04-18,18,2,28.3
2968,S004,2025-04-18,21,5,16.7
2969,S004,2025-02-26,0,0,1.3
2970,S004,2025-02-26,3,0,2.0
2971,S004,2025-02-26,6,5,16.5
2972,S004,2025-02-26,9,6,23.7
2973,S004,2025-02-26,12,3,13.9
2974,S004,2025-02-26,15,2,16.3
2975,S004,2025-02-26,18,2,28.1
2976,S004,2025-02-26,21,2,26.3
2977,S004,2025-12-22,0,1,10.5
2978,S004,2025-12-22,3,1,4.6
2979,S004,2025-12-22,6,2,14.8
2980,S004,2025-12-22,9,5,25.2
2981,S004,2025-12-22,12,2,20.9
2982,S004,2025-12-22,15,2,15.7
2983,S004,2025-12-22,18,1,29.4
2984,S004,2025-12-22,21,4,14.6
2985,S004,2025-04-29,0,1,12.3
2986,S004,2025-04-29,3,0,2.7
2987,S004,2025-04-29,6,2,13.1
2988,S004,2025-04-29,9,3,30.7
2989,S004,2025-04-29,12,4,13.9
2990,S004,2025-04-29,15,2,21.2
2991,S004,2025-04-29,18,6,23.9
2992,S004,2025-04-29,21,2,15.0
2993,S004,2025-09-11,0,0,6.5
2994,S004,2025-09-11,3,1,4.3
2995,S004,2025-09-11,6,3,11.5
2996,S004,2025-09-11,9,6,23.1
2997,S004,2025-09-11,12,1,10.4
2998,S004,2025-09-11,15,4,26.4
2999,S004,2025-09-11,18,3,36.2
3000,S004,2025-09-11,21,2,16.6
3001,S004,2025-10-16,0,1,8.1
3002,S004,2025-10-16,3,0,12.8
3003,S004,2025-10-16,6,0,17.1
3004,S004,2025-10-16,9,7,27.7
3005,S004,2025-10-16,12,4,14.7
3006,S004,2025-10-16,15,4,15.8
3007,S004,2025-10-16,18,4,27.7
3008,S004,2025-10-16,21,5,8.3
3009,S004,2025-07-16,0,0,4.4
3010,S004,2025-07-16,3,0,15.5
3011,S004,2025-07-16,6,2,20.0
3012,S004,2025-07-16,9,4,32.8
3013,S004,2025-07-16,12,2,23.7
3014,S004,2025-07-16,15,3,11.0
3015,S004,2025-07-16,18,4,28.5
3016,S004,2025-07-16,21,6,17.4
3017,S004,2025-10-25,0,0,5.6
3018,S004,2025-10-25,3,1,9.0
3019,S004,2025-10-25,6,2,15.5
3020,S004,2025-10-25,9,4,26.1
3021,S004,2025-10-25,12,2,16.4
3022,S004,2025-10-25,15,1,16.0
3023,S004,2025-10-25,18,2,30.7
3024,S004,2025-10-25,21,5,14.0
3025,S004,2025-09-04,0,1,10.2
3026,S004,2025-09-04,3,0,0.0
3027,S004,2025-09-04,6,2,14.6
3028,S004,2025-09-04,9,8,28.8
3029,S004,2025-09-04,12,8,13.1
3030,S004,2025-09-04,15,4,12.7
3031,S004,2025-09-04,18,8,31.8
3032,S004,2025-09-04,21,4,18.6
3033,S004,2025-06-28,0,0,10.7
3034,S004,2025-06-28,3,0,10.7
3035,S004,2025-06-28,6,1,12.3
3036,S004,2025-06-28,9,5,26.5
3037,S004,2025-06-28,12,3,21.5
3038,S004,2025-06-28,15,4,26.3
3039,S004,2025-06-28,18,8,33.1
3040,S004,2025-06-28,21,3,15.6
3041,S004,2025-04-16,0,2,3.9
3042,S004,2025-04-16,3,0,12.8
3043,S004,2025-04-16,6,3,6.7
3044,S004,2025-04-16,9,7,25.7
3045,S004,2025-04-16,12,3,19.8
3046,S004,2025-04-16,15,4,20.3
3047,S004,2025-04-16,18,4,28.8
3048,S004,2025-04-16,21,4,14.3
3049,S004,2025-11-15,0,0,10.6
3050,S004,2025-11-15,3,0,10.4
3051,S004,2025-11-15,6,2,18.5
3052,S004,2025-11-15,9,9,33.4
3053,S004,2025-11-15,12,1,16.4
3054,S004,2025-11-15,15,0,19.0
3055,S004,2025-11-15,18,5,28.9
3056,S004,2025-11-15,21,3,16.6
3057,S004,2025-06-08,0,0,7.8
3058,S004,2025-06-08,3,1,12.4
3059,S004,2025-06-08,6,1,13.5
3060,S004,2025-06-08,9,11,25.3
3061,S004,2025-06-08,12,1,11.4
3062,S004,2025-06-08,15,4,21.5
3063,S004,2025-06-08,18,3,32.7
3064,S004,2025-06-08,21,2,19.1
3065,S004,2025-08-25,0,0,4.5
3066,S004,2025-08-25,3,1,6.7
3067,S004,2025-08-25,6,3,16.4
3068,S004,2025-08-25,9,10,34.5
3069,S004,2025-08-25,12,3,6.0
3070,S004,2025-08-25,15,8,21.5
3071,S004,2025-08-25,18,11,33.0
3072,S004,2025-08-25,21,1,15.3
3073,S004,2025-06-16,0,0,5.9
3074,S004,2025-06-16,3,2,7.4
3075,S004,2025-06-16,6,2,15.9
3076,S004,2025-06-16,9,4,36.5
3077,S004,2025-06-16,12,2,21.2
3078,S004,2025-06-16,15,2,16.1
3079,S004,2025-06-16,18,4,25.2
3080,S004,2025-06-16,21,3,20.3
3081,S004,2025-10-08,0,1,7.2
3082,S004,2025-10-08,3,1,0.0
3083,S004,2025-10-08,6,3,15.8
3084,S004,2025-10-08,9,5,21.6
3085,S004,2025-10-08,12,4,18.9
3086,S004,2025-10-08,15,7,24.2
3087,S004,2025-10-08,18,3,26.1
3088,S004,2025-10-08,21,5,12.7
3089,S004,2025-04-13,0,0,0.0
3090,S004,2025-04-13,3,4,3.7
3091,S004,2025-04-13,6,0,17.9
3092,S004,2025-04-13,9,5,32.2
3093,S004,2025-04-13,12,2,9.7
3094,S004,2025-04-13,15,2,20.5
3095,S004,2025-04-13,18,7,30.0
3096,S004,2025-04-13,21,2,14.6
3097,S004,2025-03-12,0,1,7.1
3098,S004,2025-03-12,3,1,9.0
3099,S004,2025-03-12,6,3,17.0
3100,S004,2025-03-12,9,5,29.5
3101,S004,2025-03-12,12,2,20.7
3102,S004,2025-03-12,15,1,11.7
3103,S004,2025-03-12,18,7,33.4
3104,S004,2025-03-12,21,3,15.1
3105,S004,2025-08-16,0,4,6.6
3106,S004,2025-08-16,3,2,1.3
3107,S004,2025-08-16,6,3,11.4
3108,S004,2025-08-16,9,5,30.2
3109,S004,2025-08-16,12,4,13.8
3110,S004,2025-08-16,15,3,22.3
3111,S004,2025-08-16,18,4,23.5
3112,S004,2025-08-16,21,5,16.1
3113,S004,2025-06-06,0,0,5.6
3114,S004,2025-06-06,3,1,9.8
3115,S004,2025-06-06,6,3,11.2
3116,S004,2025-06-06,9,2,23.2
3117,S004,2025-06-06,12,4,19.4
3118,S004,2025-06-06,15,6,16.4
3119,S004,2025-06-06,18,6,32.7
3120,S004,2025-06-06,21,3,13.5
3121,S004,2025-02-14,0,0,4.8
3122,S004,2025-02-14,3,0,6.7
3123,S004,2025-02-14,6,2,18.0
3124,S004,2025-02-14,9,3,25.8
3125,S004,2025-02-14,12,4,6.3
3126,S004,2025-02-14,15,3,20.7
3127,S004,2025-02-14,18,5,30.6
3128,S004,2025-02-14,21,3,16.0
3129,S004,2025-03-16,0,0,7.9
3130,S004,2025-03-16,3,2,3.4
3131,S004,2025-03-16,6,2,21.2
3132,S004,2025-03-16,9,7,22.2
3133,S004,2025-03-16,12,7,20.7
3134,S004,2025-03-16,15,5,19.3
3135,S004,2025-03-16,18,7,27.8
3136,S004,2025-03-16,21,4,17.9
3137,S004,2025-01-06,0,1,5.7
3138,S004,2025-01-06,3,1,12.9
3139,S004,2025-01-06,6,0,17.5
3140,S004,2025-01-06,9,7,22.4
3141,S004,2025-01-06,12,3,15.1
3142,S004,2025-01-06,15,2,19.9
3143,S004,2025-01-06,18,5,28.1
3144,S004,2025-01-06,21,3,22.1
3145,S004,2025-06-12,0,1,14.0
3146,S004,2025-06-12,3,0,5.5
3147,S004,2025-06-12,6,3,9.3
3148,S004,2025-06-12,9,6,24.8
3149,S004,2025-06-12,12,6,2.7
3150,S004,2025-06-12,15,2,18.6
3151,S004,2025-06-12,18,4,29.3
3152,S004,2025-06-12,21,5,19.9
3153,S004,2025-11-13,0,0,3.5
3154,S004,2025-11-13,3,1,11.6
3155,S004,2025-11-13,6,4,11.6
3156,S004,2025-11-13,9,6,28.4
3157,S004,2025-11-13,12,3,18.5
3158,S004,2025-11-13,15,4,23.0
3159,S004,2025-11-13,18,3,28.9
3160,S004,2025-11-13,21,3,18.5
3161,S004,2025-03-24,0,1,2.6
3162,S004,2025-03-24,3,2,4.8
3163,S004,2025-03-24,6,3,17.2
3164,S004,2025-03-24,9,5,26.4
3165,S004,2025-03-24,12,6,14.1
3166,S004,2025-03-24,15,4,19.3
3167,S004,2025-03-24,18,6,33.1
3168,S004,2025-03-24,21,3,10.5
3169,S004,2025-09-23,0,1,16.1
3170,S004,2025-09-23,3,0,3.5
3171,S004,2025-09-23,6,3,15.3
3172,S004,2025-09-23,9,4,26.8
3173,S004,2025-09-23,12,1,12.9
3174,S004,2025-09-23,15,3,19.8
3175,S004,2025-09-23,18,10,30.7
3176,S004,2025-09-23,21,2,17.6
3177,S004,2025-03-03,0,1,7.6
3178,S004,2025-03-03,3,0,11.0
3179,S004,2025-03-03,6,3,11.4
3180,S004,2025-03-03,9,8,30.0
3181,S004,2025-03-03,12,4,17.3
3182,S004,2025-03-03,15,2,19.9
3183,S004,2025-03-03,18,3,31.1
3184,S004,2025-03-03,21,4,13.0
3185,S004,2025-01-02,0,0,6.9
3186,S004,2025-01-02,3,0,2.8
3187,S004,2025-01-02,6,0,12.7
3188,S004,2025-01-02,9,6,25.5
3189,S004,2025-01-02,12,5,13.1
3190,S004,2025-01-02,15,3,20.7
3191,S004,2025-01-02,18,7,24.3
3192,S004,2025-01-02,21,1,25.6
3193,S004,2025-11-28,0,0,15.9
3194,S004,2025-11-28,3,0,1.5
3195,S004,2025-11-28,6,2,17.3
3196,S004,2025-11-28,9,3,31.1
3197,S004,2025-11-28,12,2,18.5
3198,S004,2025-11-28,15,3,29.5
3199,S004,2025-11-28,18,7,25.8
3200,S004,2025-11-28,21,2,26.3
3201,S004,2025-03-29,0,1,7.4
3202,S004,2025-03-29,3,1,16.8
3203,S004,2025-03-29,6,5,16.2
3204,S004,2025-03-29,9,4,26.4
3205,S004,2025-03-29,12,1,24.3
3206,S004,2025-03-29,15,3,14.7
3207,S004,2025-03-29,18,10,26.0
3208,S004,2025-03-29,21,4,18.4
3209,S004,2025-02-06,0,0,8.1
3210,S004,2025-02-06,3,0,3.1
3211,S004,2025-02-06,6,1,3.7
3212,S004,2025-02-06,9,7,27.5
3213,S004,2025-02-06,12,1,20.4
3214,S004,2025-02-06,15,1,20.1
3215,S004,2025-02-06,18,5,36.3
3216,S004,2025-02-06,21,2,8.3
3217,S004,2025-10-24,0,0,3.9
3218,S004,2025-10-24,3,0,10.8
3219,S004,2025-10-24,6,1,14.6
3220,S004,2025-10-24,9,6,24.8
3221,S004,2025-10-24,12,5,15.1
3222,S004,2025-10-24,15,2,24.7
3223,S004,2025-10-24,18,5,30.5
3224,S004,2025-10-24,21,2,14.9
3225,S004,2025-12-18,0,0,7.8
3226,S004,2025-12-18,3,0,7.0
3227,S004,2025-12-18,6,5,9.4
3228,S004,2025-12-18,9,7,28.4
3229,S004,2025-12-18,12,1,13.8
3230,S004,2025-12-18,15,5,19.0
3231,S004,2025-12-18,18,7,31.9
3232,S004,2025-12-18,21,3,21.7
3233,S004,2025-05-12,0,0,12.6
3234,S004,2025-05-12,3,1,15.6
3235,S004,2025-05-12,6,0,15.6
3236,S004,2025-05-12,9,6,29.9
3237,S004,2025-05-12,12,6,18.9
3238,S004,2025-05-12,15,5,17.7
3239,S004,2025-05-12,18,6,32.5
3240,S004,2025-05-12,21,5,18.7
3241,S004,2025-03-14,0,0,14.0
3242,S004,2025-03-14,3,0,8.7
3243,S004,2025-03-14,6,1,12.3
3244,S004,2025-03-14,9,12,30.2
3245,S004,2025-03-14,12,4,19.2
3246,S004,2025-03-14,15,5,21.9
3247,S004,2025-03-14,18,6,22.9
3248,S004,2025-03-14,21,2,17.4
3249,S004,2025-08-15,0,1,3.1
3250,S004,2025-08-15,3,0,7.9
3251,S004,2025-08-15,6,2,14.2
3252,S004,2025-08-15,9,1,28.2
3253,S004,2025-08-15,12,4,14.6
3254,S004,2025-08-15,15,4,23.8
3255,S004,2025-08-15,18,3,30.2
3256,S004,2025-08-15,21,1,14.2
3257,S004,2025-06-23,0,0,2.7
3258,S004,2025-06-23,3,1,9.6
3259,S004,2025-06-23,6,1,13.7
3260,S004,2025-06-23,9,10,26.1
3261,S004,2025-06-23,12,2,17.9
3262,S004,2025-06-23,15,5,20.1
3263,S004,2025-06-23,18,5,32.3
3264,S004,2025-06-23,21,5,18.7
3265,S004,2025-04-07,0,0,13.8
3266,S004,2025-04-07,3,0,7.6
3267,S004,2025-04-07,6,3,11.3
3268,S004,2025-04-07,9,8,28.2
